action,info,state,reward,done
"[0, 0, 0, -0.5, 0, 0]",0,"[-0.10894222  0.76216421  0.58402112 -0.25720935 -0.00924952  0.64115256
  0.69137743 -0.33291905 -0.25969479  0.68113583  0.57181784 -0.37634685
  0.15797284  0.11993421  0.10315513 -0.19638378 -0.14781076  1.26874719
  0.15050778  0.1065428  -0.02387231  0.03847222  0.1854086   1.26790445
  0.21919909  0.1460838   0.0135933   0.52628729 -0.17100395  0.95652391
  0.15670261  0.24943394  0.30087897  0.28198475  0.1690177   0.30530842
  1.28299324  1.2803426   1.27421213]",0.3032370320062546,FALSE
"[0, 0, 0, 0.5, 0, 0]",0,"[-1.00155269e-01  7.64326092e-01  5.78844832e-01 -2.65919552e-01
  4.91775834e-04  6.41501358e-01  6.87410268e-01 -3.40503876e-01
 -2.51809497e-01  6.80002223e-01  5.71172798e-01 -3.84643457e-01
  1.69465807e-01  1.29790967e-01  1.00224983e-01 -2.01146614e-01
 -1.53864382e-01  1.40801085e+00  1.63345252e-01  1.13731835e-01
 -2.50844892e-02  5.27486192e-02  2.09201555e-01  1.24133268e+00
  2.35974426e-01  1.58703010e-01  1.32801096e-02  5.41649651e-01
 -1.83414322e-01  1.10284567e+00  1.59154690e-01  2.50578149e-01
  3.00467902e-01  2.81451293e-01  1.72462070e-01  3.05019714e-01
  1.28248261e+00  1.27980039e+00  1.27426763e+00]",0.3219374627693874,FALSE
"[0, 0, 0, 0, -0.5, 0]",0,"[-9.13462252e-02  7.66264892e-01  5.73552169e-01 -2.74830659e-01
  9.89372992e-03  6.41799799e-01  6.83662381e-01 -3.47276376e-01
 -2.42332883e-01  6.79201339e-01  5.69513261e-01 -3.94480622e-01
  1.88585981e-01  1.39708368e-01  6.89521064e-02 -1.78371189e-01
 -1.94363091e-01  1.32519235e+00  1.71579336e-01  1.14566488e-01
 -3.89204159e-02  4.88857861e-02  2.35352123e-01  1.11298902e+00
  2.47853766e-01  1.65516992e-01 -4.05354525e-04  5.45646688e-01
 -2.24254185e-01  1.38616480e+00  1.61720452e-01  2.52071872e-01
  3.00251814e-01  2.81395238e-01  1.75274073e-01  3.04945615e-01
  1.28191130e+00  1.27932614e+00  1.27416700e+00]",0.3367542392934568,FALSE
"[0, 0, 0, 0, 0.5, 0]",0,"[-0.08233045  0.76791232  0.56812929 -0.28418563  0.01901478  0.64211338
  0.67998486 -0.35348187 -0.23180433  0.67847655  0.56699212 -0.40553207
  0.20680487  0.14917714  0.0660183  -0.18292368 -0.20902056  1.49733584
  0.18696177  0.1180309  -0.04947943  0.04725796  0.24864647  1.14383277
  0.26727217  0.17087621 -0.01239553  0.55956757 -0.25553405  1.4344857
  0.16440056  0.25357286  0.30033174  0.28169332  0.17726563  0.30504764
  1.28126109  1.27901232  1.27394017]",0.3526659989047195,FALSE
"[0, 0, 0, 0, 0, -0.5]",0,"[-0.07230585  0.76955396  0.56210121 -0.29428014  0.02795677  0.6424549
  0.67637108 -0.35915496 -0.2207834   0.67738601  0.56435997 -0.41701404
  0.20794375  0.1524628   0.06563935 -0.18891349 -0.203036    1.57703315
  0.19547481  0.12748658 -0.07408826  0.04544189  0.28618832  0.97472839
  0.27240916  0.17851316 -0.04284485  0.64584088 -0.26202639  1.49941933
  0.16723565  0.25512472  0.30053534  0.28217721  0.17951354  0.30483626
  1.28054133  1.27868196  1.27371533]",0.36764634810373475,FALSE
"[0, 0, 0, 0, 0, 0.5]",0,"[-0.06126316  0.77112599  0.55551918 -0.30497538  0.03663911  0.64296114
  0.67286735 -0.36401659 -0.20951739  0.67569593  0.56203584 -0.42854777
  0.22422857  0.16096796  0.06410869 -0.19779246 -0.21236655  1.72152554
  0.2101801   0.13648137 -0.08871989  0.03222257  0.31333637  1.10681186
  0.29337767  0.19046946 -0.0571968   0.67290211 -0.27594657  1.49019062
  0.17020492  0.2566319   0.30084633  0.28289473  0.18195286  0.30400494
  1.27978959  1.27831666  1.27356094]",0.37915284034968466,FALSE
"[-0.5, 0, 0, 0, 0, 0]",0,"[-0.42355543 -0.59881524  0.01784166  0.67948715 -0.51870377 -0.54635696
 -0.17647993  0.63347873 -0.52771256 -0.38589678 -0.0491282   0.75510897
  0.30071968  0.20472918  0.07895048 -0.4380075  -0.64405894  2.19105198
  0.1817303   0.12412223  0.15629222 -0.05839367  0.28947327  1.76325238
  0.19680035  0.12966024  0.00885595  0.13294005 -0.17897691  1.63636792
  0.2477415   0.22695387  0.13134335  0.27175768  0.26069709  0.13095784
  1.27633162  1.28458363  1.30013228]",0.3711379350735101,FALSE
"[0.5, 0, 0, 0, 0, 0]",0,"[-0.4333148  -0.58534975  0.0323955   0.6845104  -0.52833766 -0.53916262
 -0.16354991  0.63514913 -0.53479252 -0.3758076  -0.03834128  0.75584096
  0.29816983  0.20282075  0.07126675 -0.4572363  -0.59014999  2.04882232
  0.18453247  0.12696535  0.15319306 -0.06027295  0.28647339  1.73698085
  0.1977997   0.13212484  0.00773031  0.12993826 -0.19355469  1.58807203
  0.24490122  0.22731151  0.1330884   0.27004165  0.2592737   0.13399316
  1.27700067  1.28475272  1.29964548]",0.37254612721740776,FALSE
"[0, -0.5, 0, 0, 0, 0]",0,"[-4.42521749e-01 -5.72241107e-01  4.67137339e-02  6.88863154e-01
 -5.38008208e-01 -5.31612194e-01 -1.50299136e-01  6.36667741e-01
 -5.41333280e-01 -3.66188278e-01 -2.86438422e-02  7.56335874e-01
  3.07471187e-01  2.07909103e-01  6.18901634e-02 -4.12716329e-01
 -5.31397122e-01  2.10360177e+00  1.94023762e-01  1.28707175e-01
  1.50200024e-01 -6.18176422e-02  2.90064711e-01  1.85810363e+00
  2.11835373e-01  1.35839055e-01  2.06910288e-03  1.53381437e-01
 -2.15019152e-01  1.39022083e+00  2.42896720e-01  2.27599752e-01
  1.35189098e-01  2.68925164e-01  2.58359215e-01  1.37050272e-01
  1.27743157e+00  1.28483485e+00  1.29910482e+00]",0.3774093542664966,FALSE
"[0, 0.5, 0, 0, 0, 0]",0,"[-4.51740754e-01 -5.59158801e-01  6.12018278e-02  6.92478204e-01
 -5.47619495e-01 -5.23786998e-01 -1.36859185e-01  6.37988741e-01
 -5.47235571e-01 -3.57332203e-01 -2.04850374e-02  7.56589247e-01
  3.09121164e-01  2.08047417e-01  5.43160763e-02 -4.23709890e-01
 -4.86028414e-01  1.77866140e+00  2.02122794e-01  1.37404262e-01
  1.45232503e-01 -5.29661820e-02  2.91492511e-01  1.93314568e+00
  2.15353142e-01  1.43396709e-01  8.95739938e-04  1.57313262e-01
 -2.19442488e-01  1.42347468e+00  2.41547116e-01  2.27604446e-01
  1.37623168e-01  2.68387249e-01  2.57826139e-01  1.40053787e-01
  1.27767191e+00  1.28489359e+00  1.29850975e+00]",0.38632157987023474,FALSE
